age,county_name,N_patients,pct_pcv,suppressed,fips
"Total: Total includes all data, including data from rows not currently displayed.","BAKER,OR",113,73.5,0,41001
"Total: Total includes all data, including data from rows not currently displayed.","KENT,MD",102,54.9,0,24029
"Total: Total includes all data, including data from rows not currently displayed.","TELLER,CO",113,52.2,0,08119
"Total: Total includes all data, including data from rows not currently displayed.","ISANTI,MN",231,65.8,0,27059
"Total: Total includes all data, including data from rows not currently displayed.","BANKS,GA",217,85.3,0,13011
"Total: Total includes all data, including data from rows not currently displayed.","TILLAMOOK,OR",39,61.5,0,41057
"Total: Total includes all data, including data from rows not currently displayed.","YATES,NY",140,80,0,36123
"Total: Total includes all data, including data from rows not currently displayed.","ROSEAU,MN",192,75,0,27135
"Total: Total includes all data, including data from rows not currently displayed.","HART,GA",158,73.4,0,13147
"Total: Total includes all data, including data from rows not currently displayed.","FULTON,NY",144,70.1,0,36035
"Total: Total includes all data, including data from rows not currently displayed.","KLAMATH,OR",338,74.3,0,41035
"Total: Total includes all data, including data from rows not currently displayed.","SOMERSET,MD",79,69.6,0,24039
"Total: Total includes all data, including data from rows not currently displayed.","HOODRIVER,OR",154,79.9,0,41027
"Total: Total includes all data, including data from rows not currently displayed.","WASCO,OR",138,73.2,0,41065
"Total: Total includes all data, including data from rows not currently displayed.","HOUSTON,MN",167,77.8,0,27055
"Total: Total includes all data, including data from rows not currently displayed.","OCONEE,GA",139,76.3,0,13219
"Total: Total includes all data, including data from rows not currently displayed.","WEAKLEY,TN",73,68.5,0,47183
"Total: Total includes all data, including data from rows not currently displayed.","PENNINGTON,MN",96,83.3,0,27113
"Total: Total includes all data, including data from rows not currently displayed.","PINE,MN",119,78.2,0,27115
"Total: Total includes all data, including data from rows not currently displayed.","MARION,TN",118,63.6,0,47115
"Total: Total includes all data, including data from rows not currently displayed.","BUTTS,GA",107,66.4,0,13035
"Total: Total includes all data, including data from rows not currently displayed.","GREENE,GA",81,71.6,0,13133
"Total: Total includes all data, including data from rows not currently displayed.","AITKIN,MN",99,84.8,0,27001
"Total: Total includes all data, including data from rows not currently displayed.","ROCKLAND,NY",39,30.8,0,36087
"Total: Total includes all data, including data from rows not currently displayed.","JOHNSON,TN",85,74.1,0,47091
"Total: Total includes all data, including data from rows not currently displayed.","DUTCHESS,NY",26,73.1,0,36027
"Total: Total includes all data, including data from rows not currently displayed.","VALENCIA,NM",12,NA,0,35061
"Total: Total includes all data, including data from rows not currently displayed.","UNICOI,TN",118,82.2,0,47171
"Total: Total includes all data, including data from rows not currently displayed.","SANBENITO,CA",82,85.4,0,06069
"Total: Total includes all data, including data from rows not currently displayed.","REDWOOD,MN",136,82.4,0,27127
"Total: Total includes all data, including data from rows not currently displayed.","SHASTA,CA",47,70.2,0,06089
"Total: Total includes all data, including data from rows not currently displayed.","ELBERT,CO",107,67.3,0,08039
"Total: Total includes all data, including data from rows not currently displayed.","CARROLL,TN",150,70,0,47017
"Total: Total includes all data, including data from rows not currently displayed.","CLATSOP,OR",36,61.1,0,41007
"Total: Total includes all data, including data from rows not currently displayed.","WADENA,MN",167,58.7,0,27159
"Total: Total includes all data, including data from rows not currently displayed.","RABUN,GA",164,77.4,0,13241
"Total: Total includes all data, including data from rows not currently displayed.","SANLUISOBISPO,CA",66,63.6,0,06079
"Total: Total includes all data, including data from rows not currently displayed.","JEFFERSON,NY",5,NA,1,36045
"Total: Total includes all data, including data from rows not currently displayed.","KOOCHICHING,MN",87,77,0,27071
"Total: Total includes all data, including data from rows not currently displayed.","SEQUATCHIE,TN",146,63.7,0,47153
"Total: Total includes all data, including data from rows not currently displayed.","MEEKER,MN",78,64.1,0,27093
"Total: Total includes all data, including data from rows not currently displayed.","SCHUYLER,NY",76,82.9,0,36097
"Total: Total includes all data, including data from rows not currently displayed.","MCNAIRY,TN",61,42.6,0,47109
"Total: Total includes all data, including data from rows not currently displayed.","IMPERIAL,CA",27,81.5,0,06025
"Total: Total includes all data, including data from rows not currently displayed.","LAKE,CA",62,85.5,0,06033
"Total: Total includes all data, including data from rows not currently displayed.","OBION,TN",54,72.2,0,47131
"Total: Total includes all data, including data from rows not currently displayed.","VENTURA,CA",5,NA,1,06111
"Total: Total includes all data, including data from rows not currently displayed.","FREMONT,CO",77,62.3,0,08043
"Total: Total includes all data, including data from rows not currently displayed.","MONTGOMERY,NY",72,76.4,0,36057
"Total: Total includes all data, including data from rows not currently displayed.","CAMDEN,GA",117,87.2,0,13039
"Total: Total includes all data, including data from rows not currently displayed.","SANTAFE,NM",5,NA,1,35049
"Total: Total includes all data, including data from rows not currently displayed.","BERRIEN,GA",84,51.2,0,13019
"Total: Total includes all data, including data from rows not currently displayed.","LAUDERDALE,TN",147,72.8,0,47097
"Total: Total includes all data, including data from rows not currently displayed.","MORROW,OR",167,79.6,0,41049
"Total: Total includes all data, including data from rows not currently displayed.","MADISON,GA",108,68.5,0,13195
"Total: Total includes all data, including data from rows not currently displayed.","MUSCOGEE,GA",105,61.9,0,13215
"Total: Total includes all data, including data from rows not currently displayed.","RHEA,TN",159,62.9,0,47143
"Total: Total includes all data, including data from rows not currently displayed.","BUTTE,CA",5,NA,1,06007
"Total: Total includes all data, including data from rows not currently displayed.","ROCK,MN",122,83.6,0,27133
"Total: Total includes all data, including data from rows not currently displayed.","DELNORTE,CA",46,84.8,0,06015
"Total: Total includes all data, including data from rows not currently displayed.","COTTONWOOD,MN",67,68.7,0,27033
"Total: Total includes all data, including data from rows not currently displayed.","MARSHALL,MN",103,71.8,0,27089
"Total: Total includes all data, including data from rows not currently displayed.","CHATTOOGA,GA",58,72.4,0,13055
"Total: Total includes all data, including data from rows not currently displayed.","FARIBAULT,MN",97,74.2,0,27043
"Total: Total includes all data, including data from rows not currently displayed.","HENDERSON,TN",82,50,0,47077
"Total: Total includes all data, including data from rows not currently displayed.","CLEARWATER,MN",130,64.6,0,27029
"Total: Total includes all data, including data from rows not currently displayed.","PICKENS,GA",95,64.2,0,13227
"Total: Total includes all data, including data from rows not currently displayed.","MOFFAT,CO",172,76.2,0,08081
"Total: Total includes all data, including data from rows not currently displayed.","CHAUTAUQUA,NY",19,NA,0,36013
"Total: Total includes all data, including data from rows not currently displayed.","MERIWETHER,GA",64,71.9,0,13199
"Total: Total includes all data, including data from rows not currently displayed.","CURRY,OR",37,56.8,0,41015
"Total: Total includes all data, including data from rows not currently displayed.","MARTIN,MN",135,72.6,0,27091
"Total: Total includes all data, including data from rows not currently displayed.","UNION,GA",38,55.3,0,13291
"Total: Total includes all data, including data from rows not currently displayed.","CATTARAUGUS,NY",19,57.9,0,36009
"Total: Total includes all data, including data from rows not currently displayed.","HOUSTON,GA",90,70,0,13153
"Total: Total includes all data, including data from rows not currently displayed.","BIBB,GA",84,67.9,0,13021
"Total: Total includes all data, including data from rows not currently displayed.","JACKSON,MN",57,82.5,0,27063
"Total: Total includes all data, including data from rows not currently displayed.","HARDEMAN,TN",98,54.1,0,47069
"Total: Total includes all data, including data from rows not currently displayed.","SWIFT,MN",93,78.5,0,27151
"Total: Total includes all data, including data from rows not currently displayed.","BLEDSOE,TN",95,67.4,0,47007
"Total: Total includes all data, including data from rows not currently displayed.","MORGAN,CO",83,63.9,0,08087
"Total: Total includes all data, including data from rows not currently displayed.","RENVILLE,MN",85,67.1,0,27129
"Total: Total includes all data, including data from rows not currently displayed.","PUTNAM,GA",37,64.9,0,13237
"Total: Total includes all data, including data from rows not currently displayed.","HARALSON,GA",106,69.8,0,13143
"Total: Total includes all data, including data from rows not currently displayed.","HARNEY,OR",81,59.3,0,41025
"Total: Total includes all data, including data from rows not currently displayed.","BENTON,TN",82,72,0,47005
"Total: Total includes all data, including data from rows not currently displayed.","CHESTER,TN",83,54.2,0,47023
"Total: Total includes all data, including data from rows not currently displayed.","WALLOWA,OR",49,67.3,0,41063
"Total: Total includes all data, including data from rows not currently displayed.","LYON,MN",46,76.1,0,27083
"Total: Total includes all data, including data from rows not currently displayed.","JOSEPHINE,OR",51,54.9,0,41033
"Total: Total includes all data, including data from rows not currently displayed.","WILKIN,MN",69,91.3,0,27167
"Total: Total includes all data, including data from rows not currently displayed.","LAMAR,GA",49,57.1,0,13171
"Total: Total includes all data, including data from rows not currently displayed.","CURRY,NM",136,83.8,0,35009
"Total: Total includes all data, including data from rows not currently displayed.","SAINTMARYS,MD",12,NA,0,NA
"Total: Total includes all data, including data from rows not currently displayed.","PIKE,GA",57,61.4,0,13231
"Total: Total includes all data, including data from rows not currently displayed.","GILMER,GA",72,58.3,0,13123
"Total: Total includes all data, including data from rows not currently displayed.","GARFIELD,CO",73,50.7,0,08045
"Total: Total includes all data, including data from rows not currently displayed.","CALVERT,MD",12,NA,0,24009
"Total: Total includes all data, including data from rows not currently displayed.","MURRAY,MN",61,75.4,0,27101
"Total: Total includes all data, including data from rows not currently displayed.","NORMAN,MN",57,93,0,27107
"Total: Total includes all data, including data from rows not currently displayed.","COOK,GA",48,45.8,0,13075
"Total: Total includes all data, including data from rows not currently displayed.","LANIER,GA",50,40,0,13173
"Total: Total includes all data, including data from rows not currently displayed.","SISKIYOU,CA",54,90.7,0,06093
"Total: Total includes all data, including data from rows not currently displayed.","DADE,GA",57,63.2,0,13083
"Total: Total includes all data, including data from rows not currently displayed.","PITKIN,CO",53,69.8,0,08097
"Total: Total includes all data, including data from rows not currently displayed.","TIPTON,TN",91,82.4,0,47167
"Total: Total includes all data, including data from rows not currently displayed.","ELBERT,GA",61,77,0,13105
"Total: Total includes all data, including data from rows not currently displayed.","FANNIN,GA",47,66,0,13111
"Total: Total includes all data, including data from rows not currently displayed.","CHIPPEWA,MN",55,74.5,0,27023
"Total: Total includes all data, including data from rows not currently displayed.","HARRIS,GA",37,75.7,0,13145
"Total: Total includes all data, including data from rows not currently displayed.","TOWNS,GA",5,NA,1,13281
"Total: Total includes all data, including data from rows not currently displayed.","CROCKETT,TN",115,66.1,0,47033
"Total: Total includes all data, including data from rows not currently displayed.","BROOKS,GA",47,44.7,0,13027
"Total: Total includes all data, including data from rows not currently displayed.","EAGLE,CO",35,60,0,08037
"Total: Total includes all data, including data from rows not currently displayed.","FILLMORE,MN",56,76.8,0,27045
"Total: Total includes all data, including data from rows not currently displayed.","OTERO,CO",57,50.9,0,08089
"Total: Total includes all data, including data from rows not currently displayed.","DAVIDSON,TN",16,NA,0,47037
"Total: Total includes all data, including data from rows not currently displayed.","HAYWOOD,TN",81,58,0,47075
"Total: Total includes all data, including data from rows not currently displayed.","RICE,MN",60,78.3,0,27131
"Total: Total includes all data, including data from rows not currently displayed.","MORGAN,GA",72,65.3,0,13211
"Total: Total includes all data, including data from rows not currently displayed.","HARDIN,TN",29,51.7,0,47071
"Total: Total includes all data, including data from rows not currently displayed.","UNION,OR",26,73.1,0,41061
"Total: Total includes all data, including data from rows not currently displayed.","GRANT,MN",55,83.6,0,27051
"Total: Total includes all data, including data from rows not currently displayed.","YELLOWMEDICINE,MN",36,88.9,0,27173
"Total: Total includes all data, including data from rows not currently displayed.","POPE,MN",28,78.6,0,27121
"Total: Total includes all data, including data from rows not currently displayed.","LOGAN,CO",22,63.6,0,08075
"Total: Total includes all data, including data from rows not currently displayed.","HENRY,TN",51,70.6,0,47079
"Total: Total includes all data, including data from rows not currently displayed.","NEVADA,CA",12,NA,0,06057
"Total: Total includes all data, including data from rows not currently displayed.","DONAANA,NM",5,NA,1,35013
"Total: Total includes all data, including data from rows not currently displayed.","CHATHAM,GA",36,52.8,0,13051
"Total: Total includes all data, including data from rows not currently displayed.","MCMINN,TN",43,48.8,0,47107
"Total: Total includes all data, including data from rows not currently displayed.","MAHNOMEN,MN",45,68.9,0,27087
"Total: Total includes all data, including data from rows not currently displayed.","DELTA,CO",35,NA,0,08029
"Total: Total includes all data, including data from rows not currently displayed.","MONTROSE,CO",36,50,0,08085
"Total: Total includes all data, including data from rows not currently displayed.","KITTSON,MN",50,74,0,27069
"Total: Total includes all data, including data from rows not currently displayed.","MCKINLEY,NM",5,NA,1,35031
"Total: Total includes all data, including data from rows not currently displayed.","OGLETHORPE,GA",54,75.9,0,13221
"Total: Total includes all data, including data from rows not currently displayed.","LAKE,MN",37,78.4,0,27075
"Total: Total includes all data, including data from rows not currently displayed.","GRANT,OR",35,45.7,0,41023
"Total: Total includes all data, including data from rows not currently displayed.","POLK,TN",46,50,0,47139
"Total: Total includes all data, including data from rows not currently displayed.","PARK,CO",38,60.5,0,08093
"Total: Total includes all data, including data from rows not currently displayed.","REDLAKE,MN",30,86.7,0,27125
"Total: Total includes all data, including data from rows not currently displayed.","GRAND,CO",42,81,0,08049
"Total: Total includes all data, including data from rows not currently displayed.","UPSON,GA",35,54.3,0,13293
"Total: Total includes all data, including data from rows not currently displayed.","MCLEOD,MN",14,NA,0,27085
"Total: Total includes all data, including data from rows not currently displayed.","YUBA,CA",43,76.7,0,06115
"Total: Total includes all data, including data from rows not currently displayed.","KNOX,TN",5,NA,1,47093
"Total: Total includes all data, including data from rows not currently displayed.","HANCOCK,TN",11,NA,0,47067
"Total: Total includes all data, including data from rows not currently displayed.","LASANIMAS,CO",21,71.4,0,08071
"Total: Total includes all data, including data from rows not currently displayed.","KANABEC,MN",35,68.6,0,27065
"Total: Total includes all data, including data from rows not currently displayed.","LAKE,OR",33,60.6,0,41037
"Total: Total includes all data, including data from rows not currently displayed.","STEVENS,MN",30,83.3,0,27149
"Total: Total includes all data, including data from rows not currently displayed.","SUMMIT,CO",49,67.3,0,08117
"Total: Total includes all data, including data from rows not currently displayed.","CALAVERAS,CA",5,NA,1,06009
"Total: Total includes all data, including data from rows not currently displayed.","HEARD,GA",35,45.7,0,13149
"Total: Total includes all data, including data from rows not currently displayed.","LASSEN,CA",24,58.3,0,06035
"Total: Total includes all data, including data from rows not currently displayed.","TRAVERSE,MN",30,96.7,0,27155
"Total: Total includes all data, including data from rows not currently displayed.","WABASHA,MN",5,NA,1,27157
"Total: Total includes all data, including data from rows not currently displayed.","FAYETTE,TN",5,NA,1,47047
"Total: Total includes all data, including data from rows not currently displayed.","ROOSEVELT,NM",78,89.7,0,35041
"Total: Total includes all data, including data from rows not currently displayed.","LAPLATA,CO",25,64,0,08067
"Total: Total includes all data, including data from rows not currently displayed.","LEWIS,NY",5,NA,1,36049
"Total: Total includes all data, including data from rows not currently displayed.","DOUGHERTY,GA",47,63.8,0,13095
"Total: Total includes all data, including data from rows not currently displayed.","CHAFFEE,CO",20,65,0,08015
"Total: Total includes all data, including data from rows not currently displayed.","HAMBLEN,TN",20,75,0,47063
"Total: Total includes all data, including data from rows not currently displayed.","PROWERS,CO",16,NA,0,08099
"Total: Total includes all data, including data from rows not currently displayed.","OLMSTED,MN",5,NA,1,27109
"Total: Total includes all data, including data from rows not currently displayed.","MARIPOSA,CA",18,88.9,0,06043
"Total: Total includes all data, including data from rows not currently displayed.","COCKE,TN",29,51.7,0,47029
"Total: Total includes all data, including data from rows not currently displayed.","TUOLUMNE,CA",12,NA,0,06109
"Total: Total includes all data, including data from rows not currently displayed.","GUNNISON,CO",61,49.2,0,08051
"Total: Total includes all data, including data from rows not currently displayed.","BALDWIN,GA",21,NA,0,13009
"Total: Total includes all data, including data from rows not currently displayed.","DECATUR,TN",26,50,0,47039
"Total: Total includes all data, including data from rows not currently displayed.","BIGSTONE,MN",20,75,0,27011
"Total: Total includes all data, including data from rows not currently displayed.","AMADOR,CA",5,NA,1,06005
"Total: Total includes all data, including data from rows not currently displayed.","PIPESTONE,MN",55,76.4,0,27117
"Total: Total includes all data, including data from rows not currently displayed.","DICKSON,TN",321,66.7,0,47043
"Total: Total includes all data, including data from rows not currently displayed.","MONROE,GA",28,57.1,0,13207
"Total: Total includes all data, including data from rows not currently displayed.","LAKEOFTHEWOODS,MN",29,89.7,0,27077
"Total: Total includes all data, including data from rows not currently displayed.","SUTTER,CA",19,89.5,0,06101
"Total: Total includes all data, including data from rows not currently displayed.","BURKE,GA",69,60.9,0,13033
"Total: Total includes all data, including data from rows not currently displayed.","MEIGS,TN",26,53.8,0,47121
"Total: Total includes all data, including data from rows not currently displayed.","CIBOLA,NM",5,NA,1,35006
"Total: Total includes all data, including data from rows not currently displayed.","GRUNDY,TN",33,57.6,0,47061
"Total: Total includes all data, including data from rows not currently displayed.","EDDY,NM",28,39.3,0,35015
"Total: Total includes all data, including data from rows not currently displayed.","BLUEEARTH,MN",5,NA,1,27013
"Total: Total includes all data, including data from rows not currently displayed.","PUTNAM,NY",5,NA,1,36079
"Total: Total includes all data, including data from rows not currently displayed.","WILLIAMSON,TN",21,66.7,0,47187
"Total: Total includes all data, including data from rows not currently displayed.","TIFT,GA",33,72.7,0,13277
"Total: Total includes all data, including data from rows not currently displayed.","GLYNN,GA",5,NA,1,13127
"Total: Total includes all data, including data from rows not currently displayed.","JASPER,GA",40,57.5,0,13159
"Total: Total includes all data, including data from rows not currently displayed.","TORRANCE,NM",5,NA,1,35057
"Total: Total includes all data, including data from rows not currently displayed.","GOODHUE,MN",5,NA,1,27049
"Total: Total includes all data, including data from rows not currently displayed.","MCDUFFIE,GA",63,63.5,0,13189
"Total: Total includes all data, including data from rows not currently displayed.","PLUMAS,CA",5,NA,1,06063
"Total: Total includes all data, including data from rows not currently displayed.","HUERFANO,CO",19,57.9,0,08055
"Total: Total includes all data, including data from rows not currently displayed.","LAKE,TN",33,69.7,0,47095
"Total: Total includes all data, including data from rows not currently displayed.","CLINCH,GA",21,NA,0,13065
"Total: Total includes all data, including data from rows not currently displayed.","LACQUIPARLE,MN",5,NA,1,27073
"Total: Total includes all data, including data from rows not currently displayed.","COLQUITT,GA",17,NA,0,13071
"Total: Total includes all data, including data from rows not currently displayed.","FREEBORN,MN",16,NA,0,27047
"Total: Total includes all data, including data from rows not currently displayed.","THOMAS,GA",26,73.1,0,13275
"Total: Total includes all data, including data from rows not currently displayed.","HUMPHREYS,TN",126,66.7,0,47085
"Total: Total includes all data, including data from rows not currently displayed.","MONTGOMERY,TN",29,65.5,0,47125
"Total: Total includes all data, including data from rows not currently displayed.","ALAMOSA,CO",25,52,0,08003
"Total: Total includes all data, including data from rows not currently displayed.","RIOGRANDE,CO",12,NA,0,08105
"Total: Total includes all data, including data from rows not currently displayed.","CHARLTON,GA",15,73.3,0,13049
"Total: Total includes all data, including data from rows not currently displayed.","COFFEE,GA",14,85.7,0,13069
"Total: Total includes all data, including data from rows not currently displayed.","LAURENS,GA",29,65.5,0,13175
"Total: Total includes all data, including data from rows not currently displayed.","SANJUAN,NM",5,NA,1,35045
"Total: Total includes all data, including data from rows not currently displayed.","YUMA,CO",15,NA,0,08125
"Total: Total includes all data, including data from rows not currently displayed.","GILPIN,CO",12,NA,0,08047
"Total: Total includes all data, including data from rows not currently displayed.","BROWN,MN",13,NA,0,27015
"Total: Total includes all data, including data from rows not currently displayed.","RUTHERFORD,TN",5,NA,1,47149
"Total: Total includes all data, including data from rows not currently displayed.","JEFFERSON,GA",38,57.9,0,13163
"Total: Total includes all data, including data from rows not currently displayed.","WASHINGTON,GA",31,61.3,0,13303
"Total: Total includes all data, including data from rows not currently displayed.","LESUEUR,MN",13,NA,0,27079
"Total: Total includes all data, including data from rows not currently displayed.","COOK,MN",5,NA,1,27031
"Total: Total includes all data, including data from rows not currently displayed.","TEHAMA,CA",5,NA,1,06103
"Total: Total includes all data, including data from rows not currently displayed.","CUMBERLAND,TN",12,NA,0,47035
"Total: Total includes all data, including data from rows not currently displayed.","ECHOLS,GA",17,NA,0,13101
"Total: Total includes all data, including data from rows not currently displayed.","HANCOCK,GA",12,NA,0,13141
"Total: Total includes all data, including data from rows not currently displayed.","BULLOCH,GA",35,48.6,0,13031
"Total: Total includes all data, including data from rows not currently displayed.","PEACH,GA",17,76.5,0,13225
"Total: Total includes all data, including data from rows not currently displayed.","HAMILTON,NY",5,NA,1,36041
"Total: Total includes all data, including data from rows not currently displayed.","TAOS,NM",5,NA,1,35055
"Total: Total includes all data, including data from rows not currently displayed.","OTERO,NM",19,NA,0,35035
"Total: Total includes all data, including data from rows not currently displayed.","FRANKLIN,TN",13,NA,0,47051
"Total: Total includes all data, including data from rows not currently displayed.","CUSTER,CO",5,NA,1,08027
"Total: Total includes all data, including data from rows not currently displayed.","SOCORRO,NM",5,NA,1,35053
"Total: Total includes all data, including data from rows not currently displayed.","MONTEZUMA,CO",5,NA,1,08083
"Total: Total includes all data, including data from rows not currently displayed.","RIOARRIBA,NM",5,NA,1,35039
"Total: Total includes all data, including data from rows not currently displayed.","LEE,GA",17,82.4,0,13177
"Total: Total includes all data, including data from rows not currently displayed.","CLEARCREEK,CO",15,86.7,0,08019
"Total: Total includes all data, including data from rows not currently displayed.","LINCOLN,NM",5,NA,1,35027
"Total: Total includes all data, including data from rows not currently displayed.","WILKES,GA",22,68.2,0,13317
"Total: Total includes all data, including data from rows not currently displayed.","SANMIGUEL,NM",5,NA,1,35047
"Total: Total includes all data, including data from rows not currently displayed.","WHEELER,OR",15,NA,0,41069
"Total: Total includes all data, including data from rows not currently displayed.","SUMNER,TN",5,NA,1,47165
"Total: Total includes all data, including data from rows not currently displayed.","BENT,CO",5,NA,1,08011
"Total: Total includes all data, including data from rows not currently displayed.","SANMIGUEL,CO",5,NA,1,08113
"Total: Total includes all data, including data from rows not currently displayed.","SIERRA,NM",33,51.5,0,35051
"Total: Total includes all data, including data from rows not currently displayed.","GRAINGER,TN",5,NA,1,47057
"Total: Total includes all data, including data from rows not currently displayed.","LINCOLN,MN",11,NA,0,27081
"Total: Total includes all data, including data from rows not currently displayed.","BLOUNT,TN",5,NA,1,47009
"Total: Total includes all data, including data from rows not currently displayed.","CROWLEY,CO",5,NA,1,08025
"Total: Total includes all data, including data from rows not currently displayed.","JEFFERSON,TN",5,NA,1,47089
"Total: Total includes all data, including data from rows not currently displayed.","NICOLLET,MN",5,NA,1,27103
"Total: Total includes all data, including data from rows not currently displayed.","KITCARSON,CO",18,NA,0,08063
"Total: Total includes all data, including data from rows not currently displayed.","LINCOLN,GA",20,NA,0,13181
"Total: Total includes all data, including data from rows not currently displayed.","EFFINGHAM,GA",5,NA,1,13103
"Total: Total includes all data, including data from rows not currently displayed.","PHILLIPS,CO",5,NA,1,08095
"Total: Total includes all data, including data from rows not currently displayed.","INYO,CA",5,NA,1,06027
"Total: Total includes all data, including data from rows not currently displayed.","JONES,GA",13,NA,0,13169
"Total: Total includes all data, including data from rows not currently displayed.","MODOC,CA",13,NA,0,06049
"Total: Total includes all data, including data from rows not currently displayed.","STEELE,MN",5,NA,1,27147
"Total: Total includes all data, including data from rows not currently displayed.","CAMPBELL,TN",5,NA,1,47013
"Total: Total includes all data, including data from rows not currently displayed.","EMANUEL,GA",18,61.1,0,13107
"Total: Total includes all data, including data from rows not currently displayed.","EARLY,GA",5,NA,1,13099
"Total: Total includes all data, including data from rows not currently displayed.","SEVIER,TN",5,NA,1,47155
"Total: Total includes all data, including data from rows not currently displayed.","WARE,GA",5,NA,1,13299
"Total: Total includes all data, including data from rows not currently displayed.","GLENN,CA",5,NA,1,06021
"Total: Total includes all data, including data from rows not currently displayed.","SUMTER,GA",5,NA,1,13261
"Total: Total includes all data, including data from rows not currently displayed.","WASHINGTON,CO",5,NA,1,08121
"Total: Total includes all data, including data from rows not currently displayed.","WILSON,TN",5,NA,1,47189
"Total: Total includes all data, including data from rows not currently displayed.","ARCHULETA,CO",5,NA,1,08007
"Total: Total includes all data, including data from rows not currently displayed.","LINCOLN,CO",11,NA,0,08073
"Total: Total includes all data, including data from rows not currently displayed.","LOSALAMOS,NM",5,NA,1,35028
"Total: Total includes all data, including data from rows not currently displayed.","SIBLEY,MN",5,NA,1,27143
"Total: Total includes all data, including data from rows not currently displayed.","TRINITY,CA",5,NA,1,06105
"Total: Total includes all data, including data from rows not currently displayed.","BENHILL,GA",11,NA,0,13017
"Total: Total includes all data, including data from rows not currently displayed.","RIOBLANCO,CO",5,NA,1,08103
"Total: Total includes all data, including data from rows not currently displayed.","BRYAN,GA",5,NA,1,13029
"Total: Total includes all data, including data from rows not currently displayed.","MONROE,TN",5,NA,1,47123
"Total: Total includes all data, including data from rows not currently displayed.","CONEJOS,CO",5,NA,1,08021
"Total: Total includes all data, including data from rows not currently displayed.","LIBERTY,GA",5,NA,1,13179
"Total: Total includes all data, including data from rows not currently displayed.","DECATUR,GA",11,NA,0,13087
"Total: Total includes all data, including data from rows not currently displayed.","GILLIAM,OR",5,NA,1,41021
"Total: Total includes all data, including data from rows not currently displayed.","QUAY,NM",5,NA,1,35037
"Total: Total includes all data, including data from rows not currently displayed.","LOUDON,TN",5,NA,1,47105
"Total: Total includes all data, including data from rows not currently displayed.","WATONWAN,MN",5,NA,1,27165
"Total: Total includes all data, including data from rows not currently displayed.","GRADY,GA",12,NA,0,13131
"Total: Total includes all data, including data from rows not currently displayed.","CLAIBORNE,TN",5,NA,1,47025
"Total: Total includes all data, including data from rows not currently displayed.","LAKE,CO",5,NA,1,08065
"Total: Total includes all data, including data from rows not currently displayed.","MAURY,TN",5,NA,1,47119
"Total: Total includes all data, including data from rows not currently displayed.","BACA,CO",5,NA,1,08009
"Total: Total includes all data, including data from rows not currently displayed.","COLFAX,NM",5,NA,1,35007
"Total: Total includes all data, including data from rows not currently displayed.","CRISP,GA",5,NA,1,13081
"Total: Total includes all data, including data from rows not currently displayed.","MONO,CA",5,NA,1,06051
"Total: Total includes all data, including data from rows not currently displayed.","SHERMAN,OR",13,92.3,0,41055
"Total: Total includes all data, including data from rows not currently displayed.","DODGE,GA",12,NA,0,13091
"Total: Total includes all data, including data from rows not currently displayed.","WORTH,GA",5,NA,1,13321
"Total: Total includes all data, including data from rows not currently displayed.","COFFEE,TN",13,NA,0,47031
"Total: Total includes all data, including data from rows not currently displayed.","ATKINSON,GA",5,NA,1,13003
"Total: Total includes all data, including data from rows not currently displayed.","COLUSA,CA",24,75,0,06011
"Total: Total includes all data, including data from rows not currently displayed.","MOWER,MN",5,NA,1,27099
"Total: Total includes all data, including data from rows not currently displayed.","HICKMAN,TN",57,63.2,0,47081
"Total: Total includes all data, including data from rows not currently displayed.","PUTNAM,TN",5,NA,1,47141
"Total: Total includes all data, including data from rows not currently displayed.","TALBOT,GA",5,NA,1,13263
"Total: Total includes all data, including data from rows not currently displayed.","GRANT,NM",5,NA,1,35017
"Total: Total includes all data, including data from rows not currently displayed.","JACKSON,CO",16,68.8,0,08057
"Total: Total includes all data, including data from rows not currently displayed.","SEDGWICK,CO",5,NA,1,08115
"Total: Total includes all data, including data from rows not currently displayed.","WARREN,TN",5,NA,1,47177
"Total: Total includes all data, including data from rows not currently displayed.","TOOMBS,GA",11,NA,0,13279
"Total: Total includes all data, including data from rows not currently displayed.","MITCHELL,GA",5,NA,1,13205
"Total: Total includes all data, including data from rows not currently displayed.","ANDERSON,TN",5,NA,1,47001
"Total: Total includes all data, including data from rows not currently displayed.","VANBUREN,TN",5,NA,1,47175
"Total: Total includes all data, including data from rows not currently displayed.","SEMINOLE,GA",5,NA,1,13253
"Total: Total includes all data, including data from rows not currently displayed.","COSTILLA,CO",5,NA,1,08023
"Total: Total includes all data, including data from rows not currently displayed.","CLAY,GA",5,NA,1,13061
"Total: Total includes all data, including data from rows not currently displayed.","WARREN,GA",15,NA,0,13301
"Total: Total includes all data, including data from rows not currently displayed.","BLECKLEY,GA",5,NA,1,13023
"Total: Total includes all data, including data from rows not currently displayed.","OURAY,CO",5,NA,1,08091
"Total: Total includes all data, including data from rows not currently displayed.","ROANE,TN",5,NA,1,47145
"Total: Total includes all data, including data from rows not currently displayed.","LUNA,NM",5,NA,1,35029
"Total: Total includes all data, including data from rows not currently displayed.","JENKINS,GA",13,NA,0,13165
"Total: Total includes all data, including data from rows not currently displayed.","GUADALUPE,NM",5,NA,1,35019
