indicator,year,fips,location,age,vaccine,percent,population,percentPartiallyVaccinated,percentNonMedicalExemption,percentMedicalExemption,percentDiseaseHistory  
"Childhood immunizations","2022","27171","Wright  ","Childhood (24-35 months)","PCV","76.2","1886","null","null","null","null"
"Childhood immunizations","2023","27171","Wright  ","Childhood (24-35 months)","PCV","72.5","1982","null","null","null","null"
"Childhood immunizations","2015","27173","Yellow Medicine","Childhood (24-35 months)","PCV","82.9","129","null","null","null","null"
"Childhood immunizations","2016","27173","Yellow Medicine","Childhood (24-35 months)","PCV","78.7","122","null","null","null","null"
"Childhood immunizations","2017","27173","Yellow Medicine","Childhood (24-35 months)","PCV","78.7","136","null","null","null","null"
"Childhood immunizations","2018","27173","Yellow Medicine","Childhood (24-35 months)","PCV","83.9","154","null","null","null","null"
"Childhood immunizations","2019","27173","Yellow Medicine","Childhood (24-35 months)","PCV","85.0","127","null","null","null","null"
"Childhood immunizations","2020","27173","Yellow Medicine  ","Childhood (24-35 months)","PCV","88.1","118","null","null","null","null"
"Childhood immunizations","2021","27173","Yellow Medicine  ","Childhood (24-35 months)","PCV","77.9","122","null","null","null","null"
"Childhood immunizations","2022","27173","Yellow Medicine  ","Childhood (24-35 months)","PCV","88.0","100","null","null","null","null"
"Childhood immunizations","2023","27173","Yellow Medicine  ","Childhood (24-35 months)","PCV","72.4","127","null","null","null","null"

"Childhood vaccines offer life-saving protection from many very serious diseases including:"
"whooping cough (pertussis), diphtheria, tetanus, polio, measles, mumps, rubella, "
"Haemophilus influenzae type b (Hib), hepatitis B, chickenpox (varicella), pneumococcal disease "
"(including pneumonia), rotavirus, and hepatitis A."

Data source:  Minnesota Immunization Information Connection (MIIC). 

"Seven vaccine series includes: DTaP (diphtheria, tetanus, pertussis), polio, MMR (measles, "
"mumps, rubella), Hib (Haemophilus influenzae type b), hepatitis B, varicella (chicken pox), and "
"PCV (pneumococcal conjugate vaccine). The seven vaccine series rate does not include rotavirus "
"or hepatitis A."

"The MIIC population used to calculate childhood immunization rates is all individuals ages 24-35 months in MIIC."

"For more information about how these measures were calculated go to About the Childhood"
"Immunizations Data:  https://data.web.health.state.mn.us/web/mndata/immunization_metadata"
